索引,股票名称,股票代码,当前价格,涨幅,涨跌额度,成交量（手）,成交额,振幅
1958,豫园股份,600655,5.65,-0.18%,-0.01,4.52万,2552.84万,1.59%
1959,鑫磊股份,301317,22.59,-0.18%,-0.04,2.82万,6396.34万,1.99%
1960,华扬联众,603825,11.29,-0.18%,-0.02,2.27万,2565.84万,2.12%
1961,华安证券,600909,5.5,-0.18%,-0.01,14.21万,7794.30万,0.91%
1962,西力科技,688616,10.91,-0.18%,-0.02,9219,1000.20万,1.92%
1963,任子行,300311,5.45,-0.18%,-0.01,8.05万,4384.61万,3.30%
1964,蓝天燃气,605368,10.89,-0.18%,-0.02,1.97万,2142.94万,0.92%
1965,许继电气,000400,21.73,-0.18%,-0.04,7.21万,1.58亿,1.33%
1966,秉扬科技,836675,10.81,-0.18%,-0.02,6315,681.93万,2.95%
1967,中源家居,603709,10.79,-0.19%,-0.02,2.27万,2439.20万,2.41%
1968,高能环境,603588,5.38,-0.19%,-0.01,15.04万,8083.95万,1.30%
1969,中国通号,688009,5.33,-0.19%,-0.01,8.90万,4738.65万,0.94%
1970,国芯科技,688262,26.17,-0.19%,-0.05,1.73万,4520.15万,2.02%
1971,思美传媒,002712,5.2,-0.19%,-0.01,6.47万,3344.25万,2.69%
1972,恒力石化,600346,15.45,-0.19%,-0.03,2.73万,4212.46万,0.97%
1973,钱江水利,600283,10.29,-0.19%,-0.02,4.43万,4555.63万,2.62%
1974,银邦股份,300337,10.14,-0.20%,-0.02,5.41万,5462.58万,2.36%
1975,宏辉果蔬,603336,5.06,-0.20%,-0.01,12.87万,6545.52万,3.16%
1976,龙高股份,605086,25.28,-0.20%,-0.05,5212,1311.67万,1.78%
1977,奥普科技,603551,10.05,-0.20%,-0.02,1.10万,1114.81万,2.48%
1978,福瑞股份,300049,30.15,-0.20%,-0.06,1.09万,3258.37万,1.66%
1979,震有科技,688418,30.08,-0.20%,-0.06,1.76万,5270.52万,2.62%
1980,山石网科,688030,14.89,-0.20%,-0.03,8085,1195.74万,3.28%
1981,赛托生物,300583,19.41,-0.21%,-0.04,1.40万,2717.97万,3.86%
1982,中国电建,601669,4.81,-0.21%,-0.01,29.66万,1.43亿,1.24%
1983,华兴源创,688001,23.9,-0.21%,-0.05,9961,2365.34万,2.63%
1984,ST舜天,600287,4.77,-0.21%,-0.01,3.28万,1548.25万,3.97%
1985,欣旺达,300207,18.81,-0.21%,-0.04,11.85万,2.24亿,2.97%
1986,无线传媒,301551,46.85,-0.21%,-0.1,5846,2714.20万,2.28%
1987,中航西飞,000768,23.24,-0.21%,-0.05,5.82万,1.35亿,1.33%
1988,优宁维,301166,27.81,-0.22%,-0.06,3986,1101.05万,1.94%
1989,九洲药业,603456,13.84,-0.22%,-0.03,6.82万,9393.38万,1.59%
1990,盐 田 港,000088,4.61,-0.22%,-0.01,4.86万,2238.67万,1.08%
1991,山推股份,000680,9.17,-0.22%,-0.02,8.95万,8248.44万,1.63%
1992,华大智造,688114,73.09,-0.22%,-0.16,2.75万,1.97亿,5.80%
1993,和远气体,002971,18.27,-0.22%,-0.04,2.11万,3790.63万,4.04%
1994,雷赛智能,002979,45.58,-0.22%,-0.1,5.82万,2.64亿,3.50%
1995,爱科赛博,688719,27.34,-0.22%,-0.06,3419,931.45万,3.10%
1996,快克智能,603203,22.72,-0.22%,-0.05,4371,992.25万,1.19%
1997,豪恩汽电,301488,59.02,-0.22%,-0.13,7290,4280.05万,2.33%
1998,兴图新科,688081,18.11,-0.22%,-0.04,4274,769.29万,3.09%
1999,德福科技,301511,13.55,-0.22%,-0.03,3.08万,4149.68万,2.36%
2000,广东明珠,600382,4.45,-0.22%,-0.01,3.06万,1360.88万,1.57%
2001,常友科技,301557,73.57,-0.23%,-0.17,3364,2472.22万,2.85%
2002,特瑞斯,834014,12.97,-0.23%,-0.03,3669,467.19万,3.38%
2003,华大智造,688114,73.08,-0.23%,-0.17,2.75万,1.97亿,5.80%
2004,永兴材料,002756,30.04,-0.23%,-0.07,2.07万,6208.32万,1.53%
2005,华新水泥,600801,12.87,-0.23%,-0.03,3.77万,4854.99万,1.47%
2006,南网能源,003035,4.29,-0.23%,-0.01,7.46万,3182.43万,2.09%
2007,迪阿股份,301177,25.6,-0.23%,-0.06,7024,1812.04万,3.51%
2008,禾盛新材,002290,25.5,-0.23%,-0.06,1.05万,2692.99万,3.25%
2009,万祥科技,301180,12.74,-0.23%,-0.03,2.10万,2651.68万,2.43%
2010,豪恩汽电,301488,59.01,-0.24%,-0.14,7291,4280.64万,2.33%
2011,同力日升,605286,37.89,-0.24%,-0.09,6668,2536.22万,2.16%
2012,吉祥航空,603885,12.59,-0.24%,-0.03,5.87万,7373.21万,1.35%
2013,航天信息,600271,8.35,-0.24%,-0.02,6.03万,5021.85万,2.03%
2014,中国重工,601989,4.17,-0.24%,-0.01,22.98万,9582.50万,0.48%
2015,北元集团,601568,4.15,-0.24%,-0.01,10.38万,4317.10万,1.92%
2016,普冉股份,688766,98.8,-0.24%,-0.24,8384,8261.28万,1.53%
2017,三柏硕,001300,12.35,-0.24%,-0.03,2.36万,2873.32万,3.47%
2018,神农集团,605296,28.78,-0.24%,-0.07,1.45万,4154.73万,2.60%
2019,中铁特货,001213,4.06,-0.25%,-0.01,6.01万,2442.48万,1.23%
2020,新化股份,603867,24.33,-0.25%,-0.06,1.46万,3523.34万,2.09%
2021,新化股份,603867,24.33,-0.25%,-0.06,1.46万,3523.34万,2.09%
2022,深南电路,002916,109.05,-0.25%,-0.27,2.67万,2.92亿,1.78%
2023,天龙集团,300063,8.05,-0.25%,-0.02,10.36万,8314.27万,2.60%
2024,陕西煤业,601225,19.95,-0.25%,-0.05,23.81万,4.70亿,2.25%
2025,天威视讯,002238,7.91,-0.25%,-0.02,3.52万,2779.94万,1.89%
2026,凯龙股份,002783,7.87,-0.25%,-0.02,3.56万,2804.38万,2.03%
2027,中航西飞,000768,23.23,-0.26%,-0.06,5.82万,1.35亿,1.33%
2028,东峰集团,601515,3.87,-0.26%,-0.01,30.59万,1.18亿,3.87%
2029,希荻微,688173,11.59,-0.26%,-0.03,1.78万,2052.03万,2.93%
2030,米奥会展,300795,19.31,-0.26%,-0.05,2.79万,5370.52万,7.39%
2031,恒力石化,600346,15.44,-0.26%,-0.04,2.74万,4216.33万,0.97%
2032,科创信息,300730,11.55,-0.26%,-0.03,3.11万,3623.86万,4.49%
2033,美信科技,301577,50.03,-0.26%,-0.13,2747,1368.45万,2.01%
2034,中创环保,300056,11.44,-0.26%,-0.03,3.84万,4407.64万,3.75%
2035,国海证券,000750,3.81,-0.26%,-0.01,26.78万,1.02亿,1.31%
2036,健友股份,603707,11.35,-0.26%,-0.03,4.14万,4709.83万,1.58%
2037,伟星股份,002003,11.32,-0.26%,-0.03,2.49万,2823.39万,1.32%
2038,鹏鼎控股,002938,29.96,-0.27%,-0.08,7.53万,2.28亿,2.96%
2039,山石网科,688030,14.88,-0.27%,-0.04,8089,1196.34万,3.28%
2040,珂玛科技,301611,55.65,-0.27%,-0.15,1.11万,6123.96万,1.88%
2041,新化股份,603867,24.33,-0.25%,-0.06,1.46万,3523.34万,2.09%
2042,深南电路,002916,109.05,-0.25%,-0.27,2.67万,2.92亿,1.78%
2043,天龙集团,300063,8.05,-0.25%,-0.02,10.36万,8314.27万,2.60%
2044,陕西煤业,601225,19.95,-0.25%,-0.05,23.81万,4.70亿,2.25%
2045,天威视讯,002238,7.91,-0.25%,-0.02,3.52万,2779.94万,1.89%
2046,凯龙股份,002783,7.87,-0.25%,-0.02,3.56万,2804.38万,2.03%
2047,中航西飞,000768,23.23,-0.26%,-0.06,5.82万,1.35亿,1.33%
2048,东峰集团,601515,3.87,-0.26%,-0.01,30.59万,1.18亿,3.87%
2049,希荻微,688173,11.59,-0.26%,-0.03,1.78万,2052.03万,2.93%
2050,米奥会展,300795,19.31,-0.26%,-0.05,2.79万,5370.52万,7.39%
2051,恒力石化,600346,15.44,-0.26%,-0.04,2.74万,4216.33万,0.97%
2052,科创信息,300730,11.55,-0.26%,-0.03,3.11万,3623.86万,4.49%
2053,美信科技,301577,50.03,-0.26%,-0.13,2747,1368.45万,2.01%
2054,中创环保,300056,11.44,-0.26%,-0.03,3.84万,4407.64万,3.75%
2055,国海证券,000750,3.81,-0.26%,-0.01,26.78万,1.02亿,1.31%
2056,健友股份,603707,11.35,-0.26%,-0.03,4.14万,4709.83万,1.58%
2057,伟星股份,002003,11.32,-0.26%,-0.03,2.49万,2823.39万,1.32%
2058,鹏鼎控股,002938,29.96,-0.27%,-0.08,7.53万,2.28亿,2.96%
2059,山石网科,688030,14.88,-0.27%,-0.04,8089,1196.34万,3.28%
2060,珂玛科技,301611,55.65,-0.27%,-0.15,1.11万,6123.96万,1.88%
2061,中恒电气,002364,13.97,-0.29%,-0.04,12.42万,1.75亿,3.64%
2062,沧州明珠,002108,3.49,-0.29%,-0.01,6.54万,2269.30万,1.43%
2063,泽璟制药-U,688266,100.49,-0.29%,-0.29,2.05万,2.01亿,5.69%
2064,中元股份,300018,6.91,-0.29%,-0.02,7.97万,5517.37万,3.46%
2065,复星医药,600196,24.07,-0.29%,-0.07,4.83万,1.16亿,0.83%
2066,众诚科技,835207,24.01,-0.29%,-0.07,2.02万,4916.20万,5.52%
2067,君禾股份,603617,6.85,-0.29%,-0.02,5.26万,3617.65万,3.06%
2068,军信股份,301109,20.53,-0.29%,-0.06,2.77万,5671.16万,2.23%
2069,卡莱特,301391,34.11,-0.29%,-0.1,2571,875.91万,3.16%
2070,华东医药,000963,37.51,-0.29%,-0.11,6.75万,2.52亿,2.10%
2071,纽泰格,301229,23.83,-0.29%,-0.07,9377,2247.47万,2.97%
2072,中微半导,688380,27.17,-0.29%,-0.08,2.33万,6295.44万,2.06%
2073,隆华科技,300263,6.79,-0.29%,-0.02,4.53万,3069.27万,1.47%
2074,长龄液压,605389,30.47,-0.29%,-0.09,5032,1544.04万,2.23%
2075,兴发集团,600141,20.29,-0.29%,-0.06,4.51万,9110.02万,1.43%
2076,钜泉科技,688391,26.8,-0.30%,-0.08,4889,1302.45万,2.38%
2077,上海莱士,002252,6.7,-0.30%,-0.02,19.73万,1.32亿,0.89%
2078,慧智微-U,688512,10.02,-0.30%,-0.03,6.70万,6715.38万,2.99%
2079,利元亨,688499,23.23,-0.30%,-0.07,1.59万,3658.12万,2.62%
2080,长华化学,301518,19.84,-0.30%,-0.06,4.09万,8187.14万,4.32%
2081,惠泰医疗,688617,431.72,-0.31%,-1.34,1414,6106.32万,1.73%
2082,东杰智能,300486,6.42,-0.31%,-0.02,3.80万,2438.10万,2.95%
2083,瑞丰新材,300910,60.98,-0.31%,-0.19,1.83万,1.12亿,1.72%
2084,国邦医药,605507,19.1,-0.31%,-0.06,1.27万,2413.98万,1.93%
2085,顺鑫农业,000860,15.86,-0.31%,-0.05,4.21万,6658.49万,1.51%
2086,广州港,601228,3.17,-0.31%,-0.01,10.75万,3401.08万,0.94%
2087,玉禾田,300815,15.85,-0.31%,-0.05,2.54万,4018.87万,3.46%
2088,中天火箭,003009,34.77,-0.32%,-0.11,3835,1329.53万,1.20%
2089,永鼎股份,600105,6.31,-0.32%,-0.02,77.71万,4.98亿,4.42%
2090,依米康,300249,12.52,-0.32%,-0.04,10.77万,1.36亿,3.90%
2091,航宇科技,688239,40.62,-0.32%,-0.13,6447,2614.45万,1.94%
2092,鼎智科技,873593,46.86,-0.32%,-0.15,2.00万,9474.43万,5.11%
2093,华星创业,300025,6.23,-0.32%,-0.02,5.12万,3183.86万,2.56%
2094,盛视科技,002990,27.97,-0.32%,-0.09,1.31万,3677.18万,2.25%
2095,成大生物,688739,24.71,-0.32%,-0.08,1.17万,2868.19万,1.69%
2096,康普化学,834033,18.51,-0.32%,-0.06,5897,1079.36万,2.80%
2097,震安科技,300767,9.2,-0.33%,-0.03,2.25万,2071.82万,2.28%
2098,铂力特,688333,64.19,-0.33%,-0.21,1.62万,1.03亿,2.81%
2099,华大智造,688114,73.01,-0.33%,-0.24,2.75万,1.97亿,5.80%
2100,上海电力,600021,9.08,-0.33%,-0.03,36.15万,3.29亿,2.09%
2101,仙坛股份,002746,6.05,-0.33%,-0.02,7.64万,4592.60万,1.48%
2102,广日股份,600894,12.02,-0.33%,-0.04,1.44万,1732.52万,1.91%
2103,红四方,603395,45.07,-0.33%,-0.15,1.51万,6757.71万,2.74%
2104,富信科技,688662,38.17,-0.34%,-0.13,1.63万,6206.02万,4.31%
2105,诺邦股份,603238,14.57,-0.34%,-0.05,3.37万,4889.34万,2.87%
2106,司南导航,688592,40.73,-0.34%,-0.14,2083,847.24万,2.37%
2107,平潭发展,000592,2.9,-0.34%,-0.01,29.19万,8434.23万,1.72%
2108,国轩高科,002074,20.2,-0.35%,-0.07,5.97万,1.21亿,1.33%
2109,陕鼓动力,601369,8.64,-0.35%,-0.03,4.18万,3616.22万,1.50%
2110,创业环保,600874,5.72,-0.35%,-0.02,4.41万,2525.39万,1.74%
2111,亚盛集团,600108,2.86,-0.35%,-0.01,13.30万,3814.50万,1.39%
2112,光洋股份,002708,11.44,-0.35%,-0.04,14.28万,1.64亿,3.31%
2113,中创环保,300056,11.43,-0.35%,-0.04,3.85万,4407.76万,3.75%
2114,皖天然气,603689,8.56,-0.35%,-0.03,1.34万,1148.18万,1.16%
2115,会畅通讯,300578,17.1,-0.35%,-0.06,1.57万,2681.10万,2.21%
2116,依顿电子,603328,8.54,-0.35%,-0.03,4.93万,4200.82万,1.28%
2117,济川药业,600566,25.5,-0.35%,-0.09,6.31万,1.59亿,2.70%
2118,哈森股份,603958,16.95,-0.35%,-0.06,2.40万,4057.53万,3.53%
2119,中闽能源,600163,5.65,-0.35%,-0.02,17.28万,9899.10万,4.76%
2120,豫园股份,600655,5.64,-0.35%,-0.02,4.52万,2553.18万,1.59%
2121,深南电路,002916,108.93,-0.36%,-0.39,2.67万,2.93亿,1.78%
2122,中恒电气,002364,13.96,-0.36%,-0.05,12.44万,1.75亿,3.64%
2123,平煤股份,601666,8.35,-0.36%,-0.03,13.20万,1.10亿,1.91%
2124,航天信息,600271,8.34,-0.36%,-0.03,6.04万,5031.70万,2.03%
2125,立达信,605365,13.81,-0.36%,-0.05,8330,1150.96万,1.44%
2126,华安证券,600909,5.49,-0.36%,-0.02,14.21万,7794.79万,0.91%
2127,利仁科技,001259,21.93,-0.36%,-0.08,9327,2053.88万,2.50%
2128,汤臣倍健,300146,10.88,-0.37%,-0.04,5.96万,6465.02万,1.37%
2129,中汽股份,301215,5.43,-0.37%,-0.02,4.40万,2396.55万,2.20%
2130,舒华体育,605299,8.13,-0.37%,-0.03,1.97万,1593.57万,2.45%
2131,士兰微,600460,24.3,-0.37%,-0.09,6.85万,1.66亿,1.19%
2132,英集芯,688209,18.87,-0.37%,-0.07,1.63万,3055.13万,2.85%
2133,仁智股份,002629,5.39,-0.37%,-0.02,7.08万,3789.48万,3.51%
2134,金冠电气,688517,13.44,-0.37%,-0.05,6886,925.39万,1.63%
2135,雄帝科技,300546,16.1,-0.37%,-0.06,2.17万,3482.37万,2.54%
2136,天龙集团,300063,8.04,-0.37%,-0.03,10.37万,8318.29万,2.60%
2137,瑞泰科技,002066,10.63,-0.37%,-0.04,1.49万,1577.10万,4.22%
2138,经纬股份,301390,31.85,-0.38%,-0.12,4289,1365.30万,1.50%
2139,凯中精密,002823,13.25,-0.38%,-0.05,3.82万,5088.27万,2.93%
2140,粤 传 媒,002181,5.29,-0.38%,-0.02,7.23万,3811.48万,2.64%
2141,天龙集团,300063,8.04,-0.37%,-0.03,10.37万,8318.29万,2.60%
2142,中航沈飞,600760,42.68,-0.37%,-0.16,3.55万,1.51亿,0.93%
2143,瑞泰科技,002066,10.63,-0.37%,-0.04,1.49万,1577.10万,4.22%
2144,经纬股份,301390,31.85,-0.38%,-0.12,4289,1365.30万,1.50%
2145,粤 传 媒,002181,5.29,-0.38%,-0.02,7.23万,3811.48万,2.64%
2146,均胜电子,600699,15.85,-0.38%,-0.06,7.53万,1.20亿,1.82%
2147,一拖股份,601038,13.11,-0.38%,-0.05,1.79万,2334.71万,0.99%
2148,抚顺特钢,600399,5.22,-0.38%,-0.02,14.79万,7729.73万,1.15%
2149,彩蝶实业,603073,15.65,-0.38%,-0.06,1.11万,1720.41万,1.65%
2150,逸豪新材,301176,15.63,-0.38%,-0.06,1.18万,1839.13万,2.93%
2151,中国电影,600977,10.41,-0.38%,-0.04,2.84万,2958.65万,0.96%
2152,信科移动-U,688387,5.19,-0.38%,-0.02,6.73万,3475.65万,1.92%
2153,诺诚健华-U,688428,20.69,-0.39%,-0.08,2.85万,5803.18万,5.58%
2154,东方财富,300059,20.62,-0.39%,-0.08,91.09万,18.74亿,1.06%
2155,力合科创,002243,7.72,-0.39%,-0.03,5.03万,3855.18万,2.19%
2156,*ST有树,300209,5.08,-0.39%,-0.02,6.99万,3533.73万,3.92%
2157,劲拓股份,300400,15.22,-0.39%,-0.06,1.68万,2543.55万,1.90%
2158,恒丰纸业,600356,7.6,-0.39%,-0.03,4.32万,3331.21万,3.67%
2159,麦捷科技,300319,10.13,-0.39%,-0.04,6.36万,6424.69万,1.87%
2160,*ST中利,002309,2.53,-0.39%,-0.01,2.85万,721.23万,1.57%
2161,坤彩科技,603826,20.06,-0.40%,-0.08,1.73万,3487.83万,1.29%
2162,南京医药,600713,5.01,-0.40%,-0.02,3.50万,1753.74万,1.19%
2163,鑫磊股份,301317,22.54,-0.40%,-0.09,2.83万,6416.40万,1.99%
2164,东方嘉盛,002889,20.01,-0.40%,-0.08,2.45万,4932.47万,2.99%
2165,国泰集团,603977,12.49,-0.40%,-0.05,4.34万,5427.26万,2.55%
2166,海尔智家,600690,24.92,-0.40%,-0.1,12.65万,3.15亿,1.04%
2167,华瓷股份,001216,12.45,-0.40%,-0.05,1.13万,1406.81万,2.56%
2168,方盛制药,603998,9.95,-0.40%,-0.04,5.38万,5283.89万,2.90%
2169,光库科技,300620,39.75,-0.40%,-0.16,1.89万,7504.51万,2.46%
2170,锋尚文化,300860,24.84,-0.40%,-0.1,1.72万,4238.02万,2.49%
2171,观想科技,301213,42.18,-0.40%,-0.17,2275,956.96万,1.87%
2172,万里马,300591,4.95,-0.40%,-0.02,27.84万,1.40亿,5.63%
2173,热威股份,603075,19.73,-0.40%,-0.08,7647,1509.29万,2.02%
2174,武汉蓝电,830779,44.37,-0.40%,-0.18,9918,4333.39万,6.53%
2175,中国化学,601117,7.39,-0.40%,-0.03,14.20万,1.05亿,1.35%
2176,深康佳Ａ,000016,4.91,-0.41%,-0.02,33.32万,1.65亿,2.84%
2177,中国外运,601598,4.88,-0.41%,-0.02,7.50万,3657.11万,1.22%
2178,新 希 望,000876,9.72,-0.41%,-0.04,14.05万,1.36亿,1.43%
2179,哈铁科技,688459,9.71,-0.41%,-0.04,1.11万,1072.11万,1.54%
2180,中国人寿,601628,36.35,-0.41%,-0.15,4.33万,1.57亿,1.40%
2181,汇创达,300909,24.13,-0.41%,-0.1,9248,2229.06万,1.94%
2182,环球印务,002799,7.23,-0.41%,-0.03,2.21万,1587.39万,2.07%
2183,美芯晟,688458,36.12,-0.41%,-0.15,6142,2214.81万,3.20%
2184,南侨食品,605339,16.82,-0.41%,-0.07,2.76万,4636.24万,4.26%
2185,光峰科技,688007,14.37,-0.42%,-0.06,2.74万,3915.41万,1.87%
2186,科泰电源,300153,28.72,-0.42%,-0.12,18.64万,5.46亿,5.62%
2187,海辰药业,300584,19.13,-0.42%,-0.08,1.16万,2190.14万,2.86%
2188,中国人保,601319,7.17,-0.42%,-0.03,18.66万,1.34亿,1.25%
2189,汇顶科技,603160,69.26,-0.42%,-0.29,1.16万,8015.30万,1.29%
2190,上海合晶,688584,16.56,-0.42%,-0.07,1.39万,2287.35万,2.41%
2191,捷邦科技,301326,54.39,-0.42%,-0.23,4980,2731.08万,2.87%
2192,吴通控股,300292,4.7,-0.42%,-0.02,11.37万,5326.15万,1.69%
2193,新锐股份,688257,21.13,-0.42%,-0.09,5341,1127.17万,2.36%
2194,云南铜业,000878,11.72,-0.42%,-0.05,11.07万,1.30亿,1.44%
2195,华东医药,000963,37.46,-0.43%,-0.16,6.80万,2.54亿,2.10%
2196,长沙银行,601577,9.35,-0.43%,-0.04,23.47万,2.19亿,1.81%
2197,北斗星通,002151,25.66,-0.43%,-0.11,2.14万,5514.60万,2.95%
2198,中恒电气,002364,13.95,-0.43%,-0.06,12.44万,1.75亿,3.64%
2199,金通灵,300091,2.31,-0.43%,-0.01,12.82万,2964.84万,3.88%
2200,盐 田 港,000088,4.6,-0.43%,-0.02,4.86万,2239.13万,1.08%
2201,盐湖股份,000792,16.08,-0.43%,-0.07,11.83万,1.90亿,1.11%
2202,富乐德,301297,36.75,-0.43%,-0.16,1.37万,5021.95万,1.27%
2203,万达电影,002739,11.46,-0.43%,-0.05,10.84万,1.24亿,1.91%
2204,百纳千成,300291,4.57,-0.44%,-0.02,11.38万,5176.52万,2.61%
2205,东方证券,600958,9.13,-0.44%,-0.04,11.48万,1.05亿,1.31%
2206,君禾股份,603617,6.84,-0.44%,-0.03,5.26万,3620.04万,3.06%
2207,国投资本,600061,6.84,-0.44%,-0.03,10.58万,7219.43万,1.02%
2208,正帆科技,688596,38.71,-0.44%,-0.17,1.35万,5238.80万,2.42%
2209,容大感光,300576,40.91,-0.44%,-0.18,1.73万,7040.06万,1.29%
2210,西藏药业,600211,36.35,-0.44%,-0.16,1.36万,4953.24万,1.31%
2211,西测测试,301306,33.99,-0.44%,-0.15,6523,2204.66万,2.93%
2212,海尔智家,600690,24.91,-0.44%,-0.11,12.65万,3.15亿,1.04%
2213,均胜电子,600699,15.84,-0.44%,-0.07,7.53万,1.20亿,1.82%
2214,顺鑫农业,000860,15.84,-0.44%,-0.07,4.21万,6659.12万,1.51%
2215,信维通信,300136,20.2,-0.44%,-0.09,6.88万,1.40亿,2.71%
2216,人福医药,600079,20.15,-0.44%,-0.09,6.84万,1.39亿,2.12%
2217,聚灿光电,300708,11.18,-0.45%,-0.05,5.79万,6454.93万,1.42%
2218,国科微,300672,69.16,-0.45%,-0.31,3.31万,2.30亿,2.75%
2219,上海莱士,002252,6.69,-0.45%,-0.03,19.75万,1.32亿,0.89%
2220,湖南裕能,301358,31.14,-0.45%,-0.14,2.81万,8698.09万,2.05%
2221,聚灿光电,300708,11.18,-0.45%,-0.05,5.79万,6454.93万,1.42%
2222,国科微,300672,69.16,-0.45%,-0.31,3.31万,2.30亿,2.75%
2223,中国能建,601868,2.23,-0.45%,-0.01,72.75万,1.63亿,0.89%
2224,上海莱士,002252,6.69,-0.45%,-0.03,19.75万,1.32亿,0.89%
2225,湖南裕能,301358,31.14,-0.45%,-0.14,2.81万,8698.09万,2.05%
2226,思维列控,603508,26.69,-0.45%,-0.12,3.93万,1.06亿,2.61%
2227,中绿电,000537,8.85,-0.45%,-0.04,9.55万,8453.25万,2.02%
2228,致远新能,300985,15.45,-0.45%,-0.07,6146,945.96万,2.45%
2229,凯华材料,831526,28.67,-0.45%,-0.13,4094,1160.00万,3.30%
2230,中国瑞林,603257,48.48,-0.45%,-0.22,1.42万,6885.95万,2.22%
2231,华东医药,000963,37.45,-0.45%,-0.17,6.80万,2.54亿,2.10%
2232,以岭药业,002603,13.19,-0.45%,-0.06,3.90万,5137.65万,0.98%
2233,三利谱,002876,24.04,-0.46%,-0.11,8698,2087.72万,2.15%
2234,林泰新材,920106,130.4,-0.46%,-0.6,9115,1.17亿,5.00%
2235,中天火箭,003009,34.72,-0.46%,-0.16,3839,1330.92万,1.20%
2236,和泰机电,001225,36.89,-0.46%,-0.17,4694,1726.75万,2.43%
2237,和胜股份,002824,15.14,-0.46%,-0.07,1.45万,2199.09万,1.91%
2238,和辉光电-U,688538,2.16,-0.46%,-0.01,23.86万,5135.49万,1.84%
2239,麦克奥迪,300341,15.12,-0.46%,-0.07,2.58万,3883.04万,2.70%
2240,豫能控股,001896,4.31,-0.46%,-0.02,28.89万,1.25亿,3.46%
2241,海伦钢琴,300329,6.42,-0.47%,-0.03,3.07万,1981.48万,4.81%
2242,南网能源,003035,4.28,-0.47%,-0.02,7.48万,3191.37万,2.09%
2243,川能动力,000155,10.65,-0.47%,-0.05,17.93万,1.92亿,2.90%
2244,蓝焰控股,000968,6.36,-0.47%,-0.03,3.10万,1967.15万,2.50%
2245,维信诺,002387,8.42,-0.47%,-0.04,6.97万,5846.82万,2.25%
2246,欧晶科技,001269,20.99,-0.47%,-0.1,1.18万,2456.34万,2.47%
2247,中兴通讯,000063,31.47,-0.47%,-0.15,17.60万,5.54亿,1.08%
2248,英集芯,688209,18.85,-0.48%,-0.09,1.63万,3058.66万,2.85%
2249,聚胶股份,301283,27.22,-0.48%,-0.13,1.11万,2976.89万,2.85%
2250,昀冢科技,688260,12.54,-0.48%,-0.06,1.13万,1416.14万,3.57%
2251,北京文化,000802,4.18,-0.48%,-0.02,4.78万,1991.52万,2.38%
2252,顾地科技,002694,4.17,-0.48%,-0.02,4.43万,1873.16万,4.53%
2253,起帆电缆,605222,14.59,-0.48%,-0.07,8308,1211.92万,1.98%
2254,依米康,300249,12.5,-0.48%,-0.06,10.77万,1.36亿,3.90%
2255,艾德生物,300685,20.79,-0.48%,-0.1,4.62万,9524.94万,2.92%
2256,中国船舶,600150,29.08,-0.48%,-0.14,11.02万,3.21亿,1.16%
2257,汇洲智能,002122,4.15,-0.48%,-0.02,49.30万,2.02亿,3.60%
2258,锐奇股份,300126,6.21,-0.48%,-0.03,3.48万,2165.84万,2.72%
2259,中谷物流,603565,10.34,-0.48%,-0.05,6.49万,6681.14万,1.06%
2260,禾丰股份,603609,8.26,-0.48%,-0.04,4.82万,4050.95万,3.49%
2261,锐奇股份,300126,6.21,-0.48%,-0.03,3.49万,2167.95万,2.72%
2262,禾丰股份,603609,8.26,-0.48%,-0.04,4.82万,4050.95万,3.49%
2263,美联新材,300586,8.26,-0.48%,-0.04,4.89万,4034.83万,1.69%
2264,成大生物,688739,24.67,-0.48%,-0.12,1.17万,2875.55万,1.69%
2265,金天钛业,688750,18.49,-0.48%,-0.09,1.23万,2272.39万,1.40%
2266,东华测试,300354,38.98,-0.49%,-0.19,1.33万,5175.70万,3.37%
2267,光峰科技,688007,14.36,-0.49%,-0.07,2.74万,3922.74万,1.87%
2268,大族数控,301200,36.92,-0.49%,-0.18,4468,1645.98万,1.59%
2269,容大感光,300576,40.89,-0.49%,-0.2,1.73万,7040.88万,1.29%
2270,诺唯赞,688105,22.46,-0.49%,-0.11,1.17万,2620.96万,3.59%
2271,恒烁股份,688416,36.7,-0.49%,-0.18,5951,2166.95万,2.39%
2272,中核钛白,002145,4.07,-0.49%,-0.02,16.17万,6595.45万,2.44%
2273,今创集团,603680,8.1,-0.49%,-0.04,1.72万,1400.64万,2.21%
2274,尖峰集团,600668,12.15,-0.49%,-0.06,8.58万,1.05亿,2.87%
2275,美锦能源,000723,4.05,-0.49%,-0.02,17.32万,7020.76万,1.72%
2276,麦捷科技,300319,10.12,-0.49%,-0.05,6.36万,6425.91万,1.87%
2277,ST明诚,600136,2.02,-0.49%,-0.01,4.13万,827.99万,1.97%
2278,ST墨龙,002490,4.04,-0.49%,-0.02,9.95万,3978.89万,5.17%
2279,汇隆新材,301057,14.13,-0.49%,-0.07,1.57万,2233.58万,4.51%
2280,上海医药,601607,18.15,-0.49%,-0.09,2.65万,4812.61万,0.71%
2281,ST墨龙,002490,4.04,-0.49%,-0.02,9.95万,3978.89万,5.17%
2282,信维通信,300136,20.19,-0.49%,-0.1,6.89万,1.40亿,2.71%
2283,汇隆新材,301057,14.13,-0.49%,-0.07,1.57万,2233.58万,4.51%
2284,上海医药,601607,18.15,-0.49%,-0.09,2.65万,4812.61万,0.71%
